Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,,,,,Dist Met,Dist Inv,,,Year Diff,Comp Fact,cmp msr
420,d,c,250,,2009,1,27,2012,"Jan,Apr,Jul,Oct",-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
421,c,c,3530,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",-0.242112595,,,,0.046030071,0.953969929,,,4,3.815879715,0.033135883
422,a,c,2880,,2009,0,,,,-0.329213429,,,,0.037457135,0.962542865,,,7,6.737800053,0.058508908
423,b,a,1270,5,2014,0,,,,-0.544955496,,,,0.016222633,0.983777367,,,2,1.967554735,0.017085618
424,d,c,1250,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.547635521,,,,0.01595885,0.98404115,,,7,6.888288051,0.059815698
425,d,c,1460,,2009,0,,,,-0.519495252,,,,0.018728568,0.981271432,,,7,6.868900026,0.059647339
426,a,a,250,,2009,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
427,a,c,70,7,2005,1,13,2010,"Jan,Apr,Jul,Oct",-0.705757036,,,,0.000395674,0.999604326,,,11,10.99564759,0.095482699
428,d,a,2960,12,2014,1,23,2015,"Mar,Jun,Sept,Dec",-0.318493327,,,,0.038512266,0.961487734,,,2,1.922975468,0.016698506
429,d,c,16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct",1.47578386,,,,0.215114745,0.784885255,,,11,8.6337378,0.074972627
430,d,c,12870,10,2008,0,,,,1.009459393,,,,0.169216566,0.830783434,,,8,6.646267476,0.057714068
431,d,c,4520,,2009,0,,,,-0.109451324,,,,0.059087312,0.940912688,,,7,6.586388816,0.057194101
432,a,a,810,5,2013,0,,,,-0.606596086,,,,0.010155632,0.989844368,,,3,2.969533105,0.025786479
433,a,c,30030,11,2010,0,,,,3.308921418,,,,0.395542073,0.604457927,,,6,3.62674756,0.03149352
434,a,a,13020,8,2003,1,40,2014,"Jan,Apr,Jul,Oct",1.029559586,,,,0.171194935,0.828805065,,,13,10.77446584,0.093562027
435,a,a,910,,2009,0,,,,-0.593195958,,,,0.011474545,0.988525455,,,7,6.919678185,0.06008828
436,d,a,2300,,2009,0,,,,-0.406934174,,,,0.029807439,0.970192561,,,7,6.791347929,0.058973901
437,c,c,430,,2009,1,50,2010,"Jan,Apr,Jul,Oct",-0.657516574,,,,0.005143762,0.994856238,,,7,6.963993669,0.060473101
438,d,c,1110,,2009,1,40,2012,"Jan,Apr,Jul,Oct",-0.566395701,,,,0.014112371,0.985887629,,,7,6.9012134,0.059927938
439,a,a,1350,9,2009,0,,,,-0.534235393,,,,0.017277763,0.982722237,,,7,6.879055658,0.059735527
440,d,a,3900,4,2005,1,45,2009,"Feb,May,Aug,Nov",-0.19253212,,,,0.05091005,0.94908995,,,11,10.43998945,0.090657541
441,d,a,2530,,2009,0,,,,-0.376113878,,,,0.032840939,0.967159061,,,7,6.770113427,0.058789507
442,c,a,500,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.648136484,,,,0.006067001,0.993932999,,,7,6.957530994,0.060416982
443,d,a,11400,12,2005,0,,,,0.812477506,,,,0.149828541,0.850171459,,,11,9.351886046,0.081208798
444,c,a,1700,11,2009,0,,,,-0.487334944,,,,0.021893959,0.978106041,,,7,6.846742284,0.059454928
445,a,a,240,,2009,0,,,,-0.682976818,,,,0.002637826,0.997362174,,,7,6.981535215,0.060625427
446,a,a,340,10,2000,1,31,2013,"Feb,May,Aug,Nov",-0.669576689,,,,0.00395674,0.99604326,,,16,15.93669217,0.138389155
447,a,c,1510,9,2013,0,,,,-0.512795188,,,,0.019388024,0.980611976,,,3,2.941835927,0.025545966
448,a,c,3970,9,2009,0,,,,-0.18315203,,,,0.051833289,0.948166711,,,7,6.637166974,0.057635043
449,a,c,120,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",-0.699056972,,,,0.001055131,0.998944869,,,2,1.997889739,0.017349038
450,c,a,5780,11,1994,1,10,2014,"Mar,Jun,Sept,Dec",0.059390293,,,,0.075705619,0.924294381,,,22,20.33447639,0.176578112
451,a,a,2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",-0.385493968,,,,0.0319177,0.9680823,,,7,6.776576101,0.058845627
452,a,c,1850,8,2013,1,5,2011,"Feb,May,Aug,Nov",-0.467234751,,,,0.023872329,0.976127671,,,3,2.928383012,0.025429145
453,a,c,75860,,2009,0,,,,9.450200241,,,,1,0,,,7,0,0
454,a,a,26450,,2009,0,,,,2.829196823,,,,0.34832498,0.65167502,,,7,4.561725138,0.039612567
455,d,c,7660,9,2010,0,,,,0.311312706,,,,0.100501187,0.899498813,,,6,5.396992878,0.046865766
456,a,c,140,,2009,0,,,,-0.696376946,,,,0.001318913,0.998681087,,,7,6.990767607,0.060705598
457,d,c,13140,,2009,1,31,2013,"Jan,Apr,Jul,Oct",1.04563974,,,,0.172777631,0.827222369,,,7,5.790556581,0.050283348
458,c,a,3390,,2009,0,,,,-0.260872775,,,,0.044183593,0.955816407,,,7,6.690714851,0.058100035
459,a,a,250,9,2008,1,5,2013,"Feb,May,Aug,Nov",-0.681636805,,,,0.002769718,0.997230282,,,8,7.977842258,0.069277039
460,a,a,34050,4,2008,0,,,,3.847606578,,,,0.448562385,0.551437615,,,8,4.411500923,0.038308068
461,d,c,1790,7,2013,1,40,2013,"Jan,Apr,Jul,Oct",-0.475274828,,,,0.023080981,0.976919019,,,3,2.930757056,0.02544976
462,a,a,44320,8,2008,0,,,,5.223799759,,,,0.584014772,0.415985228,,,8,3.327881825,0.028898265
463,a,a,4160,,2009,0,,,,-0.157691786,,,,0.054339224,0.945660776,,,7,6.619625429,0.057482717
464,c,a,520,3,2009,0,,,,-0.645456458,,,,0.006330783,0.993669217,,,7,6.955684516,0.060400947
465,d,c,10890,4,2005,0,,,,0.744136852,,,,0.143102084,0.856897916,,,11,9.425877077,0.081851312
466,a,c,3110,3,2003,0,,,,-0.298393134,,,,0.040490636,0.959509364,,,13,12.47362174,0.108316956
467,a,c,20390,4,2008,0,,,,2.017149045,,,,0.268398839,0.731601161,,,8,5.852809285,0.05082393
468,c,c,5260,9,2012,0,,,,-0.010290374,,,,0.06884727,0.93115273,,,4,3.724610921,0.032343334
469,c,c,710,9,2005,0,,,,-0.619996214,,,,0.008836719,0.991163281,,,11,10.9027961,0.094676406
470,a,c,50,,2009,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,7,6.999076761,0.060777752
471,d,a,5300,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.004930323,,,,0.069374835,0.930625165,,,7,6.514376154,0.056568766
472,c,c,5030,8,2011,0,,,,-0.04111067,,,,0.065813769,0.934186231,,,5,4.670931153,0.040560877
473,a,a,50,,2009,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,7,6.999076761,0.060777752
474,c,a,14810,,2009,1,14,2011,"Mar,Jun,Sept,Dec",1.269421883,,,,0.194803482,0.805196518,,,7,5.636375626,0.048944489
475,a,a,140,9,2005,0,,,,-0.696376946,,,,0.001318913,0.998681087,,,11,10.98549195,0.095394511
476,d,a,8300,9,2006,0,,,,0.397073527,,,,0.108942232,0.891057768,,,10,8.910577684,0.077376617
477,d,a,770,7,2010,1,35,2010,"Jan,Apr,Jul,Oct",-0.611956137,,,,0.009628066,0.990371934,,,6,5.942231601,0.051600445
478,d,c,1940,3,2012,0,,,,-0.455174636,,,,0.025059351,0.974940649,,,4,3.899762596,0.033864295
479,a,a,320,12,2005,1,9,2011,"Feb,May,Aug,Nov",-0.672256715,,,,0.003692957,0.996307043,,,11,10.95937747,0.095167741
480,a,a,300,11,2012,0,,,,-0.674936741,,,,0.003429174,0.996570826,,,4,3.986283303,0.034615614
481,c,c,7470,,2009,1,44,2012,"Feb,May,Aug,Nov",0.285852462,,,,0.097995252,0.902004748,,,7,6.314033237,0.054829052
482,c,a,2550,10,2005,0,,,,-0.373433853,,,,0.033104722,0.966895278,,,11,10.63584806,0.092358315
483,a,c,2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",-0.405594161,,,,0.02993933,0.97006067,,,5,4.85030335,0.042118488
484,a,c,14300,3,2011,0,,,,1.201081229,,,,0.188077025,0.811922975,,,5,4.059614877,0.035252402
485,d,c,3270,,2009,1,22,2012,"Jan,Apr,Jul,Oct",-0.276952929,,,,0.042600897,0.957399103,,,7,6.701793722,0.058196241
486,a,a,2320,,2009,1,31,2013,"Jan,Apr,Jul,Oct",-0.404254148,,,,0.030071221,0.969928779,,,7,6.789501451,0.058957867
487,d,c,2180,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",-0.423014328,,,,0.028224743,0.971775257,,,4,3.887101029,0.033754346
488,a,c,2890,4,2014,0,,,,-0.327873416,,,,0.037589027,0.962410973,,,2,1.924821947,0.01671454
489,a,a,14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",1.289522076,,,,0.196781852,0.803218148,,,3,2.409654445,0.020924671
490,a,a,660,4,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.626696279,,,,0.008177262,0.991822738,,,3,2.975468214,0.025838018
491,d,c,4680,,2009,1,22,2012,"Mar,Jun,Sept,Dec",-0.088011119,,,,0.061197573,0.938802427,,,7,6.571616988,0.057065827
492,a,a,1740,3,2008,1,40,2012,"Jan,Apr,Jul,Oct",-0.481974892,,,,0.022421525,0.977578475,,,8,7.820627803,0.067911839
493,d,c,1150,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.56103565,,,,0.014639937,0.985360063,,,7,6.897520443,0.059895869
494,b,a,1260,6,2011,0,,,,-0.546295508,,,,0.016090741,0.983909259,,,5,4.919546294,0.042719772
495,d,a,5470,,2009,1,37,2009,"Jan,Apr,Jul,Oct",0.017849895,,,,0.071616988,0.928383012,,,7,6.498681087,0.056432475
496,d,c,2780,6,2015,0,,,,-0.342613558,,,,0.036138222,0.963861778,,,1,0.963861778,0.008369868
497,a,c,1610,,2009,0,,,,-0.499395059,,,,0.020706937,0.979293063,,,7,6.855051438,0.059527082
498,a,a,990,,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.582475855,,,,0.012529676,0.987470324,,,7,6.912292271,0.060024143
499,c,c,450,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.654836548,,,,0.005407544,0.994592456,,,7,6.962147191,0.060457067
500,d,c,10690,9,2007,1,5,2013,"Jan,Apr,Jul,Oct",0.717336595,,,,0.140464257,0.859535743,,,9,7.735821683,0.06717541
501,a,c,1620,9,2006,0,,,,-0.498055046,,,,0.020838829,0.979161171,,,10,9.791611712,0.085027235
502,a,a,220,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",-0.685656843,,,,0.002374044,0.997625956,,,14,13.96676339,0.121282922
503,d,c,13080,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",1.037599663,,,,0.171986283,0.828013717,,,10,8.280137167,0.071902072
504,c,c,820,,2009,0,,,,-0.605256073,,,,0.010287523,0.989712477,,,7,6.927987338,0.060160434
505,a,a,350,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.668236676,,,,0.004088631,0.995911369,,,7,6.971379583,0.060537238
506,a,a,1850,12,2014,1,18,2011,"Feb,May,Aug,Nov",-0.467234751,,,,0.023872329,0.976127671,,,2,1.952255342,0.016952763
507,a,c,9070,4,2011,1,37,2009,"Jan,Apr,Jul,Oct",0.500254516,,,,0.119097863,0.880902137,,,5,4.404510683,0.038247367
508,a,c,1280,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.543615483,,,,0.016354524,0.983645476,,,7,6.885518333,0.059791647
509,a,a,4740,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",-0.079971042,,,,0.061988921,0.938011079,,,8,7.504088631,0.065163114
510,a,c,8260,,2009,0,,,,0.391713476,,,,0.108414666,0.891585334,,,7,6.241097336,0.0541957
511,a,a,2060,9,2009,0,,,,-0.439094482,,,,0.026642047,0.973357953,,,7,6.813505671,0.059166312
512,b,b,590,,2009,1,5,2013,"Mar,Jun,Sept,Dec",-0.636076368,,,,0.007254023,0.992745977,,,7,6.949221841,0.060344828
513,a,a,400,8,2013,0,,,,-0.661536612,,,,0.004748088,0.995251912,,,3,2.985755737,0.025927351
514,c,c,1200,7,2012,1,27,2012,"Jan,Apr,Jul,Oct",-0.554335585,,,,0.015299393,0.984700607,,,4,3.938802427,0.034203305
515,d,c,11260,,2009,1,9,2011,"Feb,May,Aug,Nov",0.793717327,,,,0.147982063,0.852017937,,,7,5.964125561,0.051790565
516,a,c,20,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.7124571,,,,-0.000263783,1.000263783,,,7,7.001846479,0.060801803
517,a,c,22490,,2009,0,,,,2.29855174,,,,0.296096017,0.703903983,,,7,4.927327882,0.042787345
518,d,c,3330,3,2015,1,13,2010,"Jan,Apr,Jul,Oct",-0.268912852,,,,0.043392245,0.956607755,,,1,0.956607755,0.008306877
519,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct",-0.378793904,,,,0.032577156,0.967422844,,,7,6.771959905,0.058805541
520,a,c,6900,,2009,1,40,2012,"Mar,Jun,Sept,Dec",0.209471731,,,,0.090477447,0.909522553,,,7,6.366657874,0.055286028
521,d,a,18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",1.77862676,,,,0.244922184,0.755077816,,,14,10.57108942,0.091795971
522,d,c,7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct",0.244312064,,,,0.093906621,0.906093379,,,4,3.624373516,0.031472904
523,c,c,50,11,2013,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,3,2.999604326,0.026047608
524,a,c,40860,9,2013,0,,,,4.760155319,,,,0.538380375,0.461619625,,,3,1.384858876,0.012025673
525,d,c,1870,9,2013,0,,,,-0.464554726,,,,0.024136112,0.975863888,,,3,2.927591664,0.025422273
526,a,a,120,,2009,1,48,2011,"Mar,Jun,Sept,Dec",-0.699056972,,,,0.001055131,0.998944869,,,7,6.992614086,0.060721632
527,d,c,5830,4,2008,0,,,,0.066090357,,,,0.076365075,0.923634925,,,8,7.389079399,0.06416441
528,a,c,20620,,2009,1,37,2009,"Jan,Apr,Jul,Oct",2.04796934,,,,0.27143234,0.72856766,,,7,5.099973622,0.044286545
529,d,c,12920,9,2012,0,,,,1.016159457,,,,0.169876022,0.830123978,,,4,3.320495911,0.028834128
530,a,c,18160,,2009,0,,,,1.718326183,,,,0.238987075,0.761012925,,,7,5.327090477,0.046258756
531,a,c,4030,,2009,0,,,,-0.175111953,,,,0.052624637,0.947375363,,,7,6.631627539,0.05758694
532,a,c,1070,8,2010,0,,,,-0.571755752,,,,0.013584806,0.986415194,,,6,5.918491163,0.051394291
533,a,c,5950,,2009,0,,,,0.082170511,,,,0.077947771,0.922052229,,,7,6.454365603,0.056047654
534,d,a,1200,9,2009,1,45,2009,"Jan,Apr,Jul,Oct",-0.554335585,,,,0.015299393,0.984700607,,,7,6.892904247,0.059855784
535,a,a,3570,4,2007,0,,,,-0.236752544,,,,0.046557637,0.953442363,,,9,8.580981271,0.074514506
536,a,c,4700,9,2002,1,31,2013,"Feb,May,Aug,Nov",-0.085331093,,,,0.061461356,0.938538644,,,14,13.13954102,0.114099586
537,a,a,600,5,2002,1,1,2012,"Jan,Apr,Jul,Oct",-0.634736356,,,,0.007385914,0.992614086,,,14,13.8965972,0.120673621
538,a,a,990,2,2010,0,,,,-0.582475855,,,,0.012529676,0.987470324,,,6,5.924821947,0.051449265
539,a,a,770,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.611956137,,,,0.009628066,0.990371934,,,3,2.971115801,0.025800223
540,d,c,810,,2009,1,48,2012,"Jan,Apr,Jul,Oct",-0.606596086,,,,0.010155632,0.989844368,,,7,6.928910578,0.060168451
541,a,c,650,7,1990,0,,,,-0.628036291,,,,0.008045371,0.991954629,,,26,25.79082036,0.223959264
542,a,a,7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct",0.260392218,,,,0.095489317,0.904510683,,,4,3.618042733,0.03141793
543,c,a,1080,12,2012,0,,,,-0.57041574,,,,0.013716697,0.986283303,,,4,3.94513321,0.034258279
544,a,a,250,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",-0.681636805,,,,0.002769718,0.997230282,,,15,14.95845423,0.129894449
545,a,c,5020,5,2006,1,18,2014,"Feb,May,Aug,Nov",-0.042450682,,,,0.065681878,0.934318122,,,10,9.343181219,0.081133208
546,a,a,580,1,2005,0,,,,-0.637416381,,,,0.007122131,0.992877869,,,11,10.92165655,0.094840185
547,d,c,8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",0.489534413,,,,0.118042733,0.881957267,,,7,6.17370087,0.053610451
548,d,c,3760,2,2009,0,,,,-0.2112923,,,,0.049063572,0.950936428,,,7,6.656554999,0.057803402
549,a,c,2330,,2009,0,,,,-0.402914135,,,,0.030203113,0.969796887,,,7,6.788578212,0.05894985
550,d,c,50,6,2015,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,1,0.999868109,0.008682536
551,a,c,2190,9,2013,0,,,,-0.421674315,,,,0.028356634,0.971643366,,,3,2.914930098,0.025312324
552,a,a,4260,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",-0.144291658,,,,0.055658138,0.944341862,,,8,7.554734898,0.06560291
553,c,a,3040,9,2002,1,13,2010,"Jan,Apr,Jul,Oct",-0.307773224,,,,0.039567396,0.960432604,,,14,13.44605645,0.116761269
554,c,c,1200,,2009,0,,,,-0.554335585,,,,0.015299393,0.984700607,,,7,6.892904247,0.059855784
555,d,a,1560,1,2014,1,10,2013,"Mar,Jun,Sept,Dec",-0.506095123,,,,0.020047481,0.979952519,,,2,1.959905038,0.017019191
556,d,c,1140,11,2014,0,,,,-0.562375662,,,,0.014508045,0.985491955,,,2,1.970983909,0.017115396
557,a,a,250,,2009,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
558,a,a,3000,2,2010,0,,,,-0.313133275,,,,0.039039831,0.960960169,,,6,5.765761013,0.050068031
559,d,a,3910,11,2006,1,5,2013,"Feb,May,Aug,Nov",-0.191192107,,,,0.051041941,0.948958059,,,10,9.489580586,0.082404493
560,c,c,1910,7,2013,0,,,,-0.459194674,,,,0.024663677,0.975336323,,,3,2.926008969,0.025408529
561,d,a,14300,,2009,0,,,,1.201081229,,,,0.188077025,0.811922975,,,7,5.683460828,0.049353362
562,b,c,1210,,2009,0,,,,-0.552995573,,,,0.015431285,0.984568715,,,7,6.891981008,0.059847766
563,a,a,700,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",-0.621336227,,,,0.008704827,0.991295173,,,1,0.991295173,0.008608091
564,d,c,6540,,2009,1,14,2013,"Jan,Apr,Jul,Oct",0.161231268,,,,0.085729359,0.914270641,,,7,6.399894487,0.055574644
565,a,c,160,7,2007,0,,,,-0.69369692,,,,0.001582696,0.998417304,,,9,8.985755737,0.078029439
566,a,a,3620,,2009,1,40,2013,"Jan,Apr,Jul,Oct",-0.230052479,,,,0.047217093,0.952782907,,,7,6.669480348,0.057915642
567,c,a,1010,9,2012,1,18,2011,"Feb,May,Aug,Nov",-0.579795829,,,,0.012793458,0.987206542,,,4,3.948826167,0.034290348
568,d,c,4270,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.142951645,,,,0.055790029,0.944209971,,,7,6.609469797,0.057394529
569,a,a,1340,9,2006,0,,,,-0.535575406,,,,0.017145872,0.982854128,,,10,9.828541282,0.08534792
570,a,a,180,11,2006,0,,,,-0.691016895,,,,0.001846479,0.998153521,,,10,9.981535215,0.08667647
571,d,a,2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",-0.432394417,,,,0.027301504,0.972698496,,,21,20.42666843,0.177378678
572,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",0.521694721,,,,0.121208125,0.878791875,,,12,10.54550251,0.091573783
573,a,a,1190,11,2012,1,36,2013,"Jan,Apr,Jul,Oct",-0.555675598,,,,0.015167502,0.984832498,,,4,3.939329992,0.034207886
574,d,a,4400,,2009,0,,,,-0.125531478,,,,0.057504616,0.942495384,,,7,6.597467687,0.057290307
575,a,a,960,5,2008,1,13,2010,"Jan,Apr,Jul,Oct",-0.586495894,,,,0.012134002,0.987865998,,,8,7.902927987,0.068626508
576,c,a,50,11,2006,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,10,9.998681087,0.08682536
577,a,c,2270,,2009,1,35,2012,"Mar,Jun,Sept,Dec",-0.410954212,,,,0.029411765,0.970588235,,,7,6.794117647,0.058997952
578,d,a,12700,4,2013,0,,,,0.986679175,,,,0.166974413,0.833025587,,,3,2.499076761,0.021701186
579,c,a,20970,11,2012,0,,,,2.09486979,,,,0.276048536,0.723951464,,,4,2.895805856,0.025146255
580,a,c,170,2,2009,0,,,,-0.692356907,,,,0.001714587,0.998285413,,,7,6.98799789,0.060681546
581,a,a,7250,12,2013,0,,,,0.25637218,,,,0.095093643,0.904906357,,,3,2.714719071,0.023573755
582,a,a,120,,2009,0,,,,-0.699056972,,,,0.001055131,0.998944869,,,7,6.992614086,0.060721632
583,a,a,2640,11,2002,0,,,,-0.361373737,,,,0.034291744,0.965708256,,,14,13.51991559,0.117402638
584,d,a,1360,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.53289538,,,,0.017409654,0.982590346,,,7,6.878132419,0.05972751
585,d,c,440,4,2014,0,,,,-0.656176561,,,,0.005275653,0.994724347,,,2,1.989448694,0.017275738
586,a,c,250,10,2008,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,8,7.977842258,0.069277039
587,d,c,330,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",-0.670916702,,,,0.003824848,0.996175152,,,10,9.961751517,0.086504675
588,d,c,15720,3,2010,0,,,,1.391363051,,,,0.206805592,0.793194408,,,6,4.759166447,0.041327085
589,a,c,360,,2009,1,18,2013,"Feb,May,Aug,Nov",-0.666896664,,,,0.004220522,0.995779478,,,7,6.970456344,0.060529221
590,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",-0.109451324,,,,0.059087312,0.940912688,,,6,5.645476128,0.049023515
591,a,c,3340,,2009,1,22,2012,"Mar,Jun,Sept,Dec",-0.267572839,,,,0.043524136,0.956475864,,,7,6.695331047,0.058140121
592,a,a,2540,6,2005,0,,,,-0.374773866,,,,0.03297283,0.96702717,,,11,10.63729887,0.092370913
593,a,c,33060,3,2010,0,,,,3.714945307,,,,0.435505144,0.564494856,,,6,3.386969137,0.02941136
594,a,a,1790,10,2011,0,,,,-0.475274828,,,,0.023080981,0.976919019,,,5,4.884595094,0.042416267
595,c,c,1130,6,2015,0,,,,-0.563715675,,,,0.014376154,0.985623846,,,1,0.985623846,0.008558843
596,c,a,290,9,2006,0,,,,-0.676276753,,,,0.003297283,0.996702717,,,10,9.96702717,0.086550487
597,a,a,150,9,2008,1,1,2012,"Mar,Jun,Sept,Dec",-0.695036933,,,,0.001450805,0.998549195,,,8,7.988393564,0.069368664
598,c,a,550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.64143642,,,,0.006726457,0.993273543,,,3,2.979820628,0.025875813
599,d,c,580,11,2014,0,,,,-0.637416381,,,,0.007122131,0.992877869,,,2,1.985755737,0.01724367
600,d,c,17340,6,2010,1,9,2011,"Feb,May,Aug,Nov",1.60844513,,,,0.228171986,0.771828014,,,6,4.630968082,0.040213851
601,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct",0.386353425,,,,0.107887101,0.892112899,,,2,1.784225798,0.015493648
602,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec",-0.351993647,,,,0.035214983,0.964785017,,,15,14.47177526,0.125668284
603,a,a,340,4,2007,1,13,2010,"Jan,Apr,Jul,Oct",-0.669576689,,,,0.00395674,0.99604326,,,9,8.964389343,0.0778439
604,d,a,10950,3,2014,0,,,,0.752176929,,,,0.143893432,0.856106568,,,2,1.712213136,0.014868313
605,d,a,10310,4,2003,1,37,2009,"Jan,Apr,Jul,Oct",0.666416107,,,,0.135452387,0.864547613,,,13,11.23911897,0.097596927
606,a,a,2260,11,2007,0,,,,-0.412294225,,,,0.029279873,0.970720127,,,9,8.73648114,0.075864818
607,a,a,350,8,1999,1,14,2011,"Jan,Apr,Jul,Oct",-0.668236676,,,,0.004088631,0.995911369,,,17,16.93049327,0.147019007
608,a,c,18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",1.746466452,,,,0.241756792,0.758243208,,,3,2.274729623,0.019753027
609,a,a,2070,9,2007,0,,,,-0.437754469,,,,0.026773938,0.973226062,,,9,8.759034556,0.076060664
610,a,a,660,1,2007,0,,,,-0.626696279,,,,0.008177262,0.991822738,,,9,8.926404643,0.077514053
611,a,a,8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct",0.367593245,,,,0.106040623,0.893959377,,,14,12.51543128,0.108680016
612,d,c,2490,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",-0.38147393,,,,0.032313374,0.967686626,,,4,3.870746505,0.033612329
613,c,a,250,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",-0.681636805,,,,0.002769718,0.997230282,,,9,8.97507254,0.077936669
614,a,a,1160,12,2012,0,,,,-0.559695637,,,,0.014771828,0.985228172,,,4,3.940912688,0.03422163
615,d,a,730,8,2007,0,,,,-0.617316189,,,,0.009100501,0.990899499,,,9,8.918095489,0.077441899
616,a,c,3040,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",-0.307773224,,,,0.039567396,0.960432604,,,5,4.802163018,0.041700453
617,a,c,8940,,2009,1,9,2011,"Jan,Apr,Jul,Oct",0.482834349,,,,0.117383276,0.882616724,,,7,6.178317067,0.053650536
618,d,c,9910,,2009,0,,,,0.612815594,,,,0.130176734,0.869823266,,,7,6.088762859,0.052872876
619,a,a,1600,6,2006,1,45,2009,"Feb,May,Aug,Nov",-0.500735072,,,,0.020575046,0.979424954,,,10,9.794249538,0.085050141
620,d,c,5440,,2009,1,40,2014,"Jan,Apr,Jul,Oct",0.013829857,,,,0.071221314,0.928778686,,,7,6.501450805,0.056456527
621,a,a,30,7,2002,0,,,,-0.711117087,,,,-0.000131891,1.000131891,,,14,14.00184648,0.121587572
622,a,c,0,,2009,0,,,,-0.715137126,,,,-0.000527565,1.000527565,,,7,7.003692957,0.060817837
623,a,a,4080,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",-0.168411889,,,,0.053284094,0.946715906,,,5,4.73357953,0.041104896
624,a,c,6920,9,2011,0,,,,0.212151756,,,,0.090741229,0.909258771,,,5,4.546293854,0.039478567
625,a,a,1170,4,2011,1,22,2012,"Feb,May,Aug,Nov",-0.558355624,,,,0.014903719,0.985096281,,,5,4.925481403,0.042771311
626,c,c,10740,11,2013,0,,,,0.724036659,,,,0.141123714,0.858876286,,,3,2.576628858,0.022374624
627,c,c,3970,3,2010,0,,,,-0.18315203,,,,0.051833289,0.948166711,,,6,5.689000264,0.049401465
628,a,c,2180,,2009,0,,,,-0.423014328,,,,0.028224743,0.971775257,,,7,6.8024268,0.059070106
629,d,a,510,7,2014,1,23,2015,"Mar,Jun,Sept,Dec",-0.646796471,,,,0.006198892,0.993801108,,,2,1.987602216,0.017259704
630,a,a,1690,4,2015,0,,,,-0.488674957,,,,0.021762068,0.978237932,,,1,0.978237932,0.008494706
631,d,c,2870,,2009,1,35,2012,"Mar,Jun,Sept,Dec",-0.330553442,,,,0.037325244,0.962674756,,,7,6.738723292,0.058516925
632,a,a,3350,2,2010,0,,,,-0.266232826,,,,0.043656027,0.956343973,,,6,5.738063835,0.049827517
